"","key","clid","cl_label"
"24492","cellular spore formation by sporulation","GO:0030435","sporulation resulting in formation of a cellular spore"
"24493","spore biosynthesis","GO:0030435","sporulation resulting in formation of a cellular spore"
"24494","spore differentiation","GO:0030435","sporulation resulting in formation of a cellular spore"
"24495","spore formation","GO:0030435","sporulation resulting in formation of a cellular spore"
"24496","ascospore biosynthesis","GO:0030437","ascospore formation"
"24497","microtubule cytoskeleton-dependent nuclear positioning","GO:0030473","nuclear migration along microtubule"
"24498","microtubule cytoskeleton-dependent nucleus positioning","GO:0030473","nuclear migration along microtubule"
"24499","microtubule-dependent nuclear positioning","GO:0030473","nuclear migration along microtubule"
"24500","microtubule-dependent nucleus positioning","GO:0030473","nuclear migration along microtubule"
"24501","microtubule-mediated nuclear migration","GO:0030473","nuclear migration along microtubule"
"24502","nuclear migration, microtubule-mediated","GO:0030473","nuclear migration along microtubule"
"24503","nuclear movement, microtubule-mediated","GO:0030473","nuclear migration along microtubule"
"24504","transport of nucleus by microtubules","GO:0030473","nuclear migration along microtubule"
"24505","transport of nucleus, microtubule-mediated","GO:0030473","nuclear migration along microtubule"
"24506","activation of bone mineralization","GO:0030501","positive regulation of bone mineralization"
"24507","stimulation of bone mineralization","GO:0030501","positive regulation of bone mineralization"
"24508","up regulation of bone mineralization","GO:0030501","positive regulation of bone mineralization"
"24509","up-regulation of bone mineralization","GO:0030501","positive regulation of bone mineralization"
"24510","upregulation of bone mineralization","GO:0030501","positive regulation of bone mineralization"
"24511","down regulation of bone mineralization","GO:0030502","negative regulation of bone mineralization"
"24512","down-regulation of bone mineralization","GO:0030502","negative regulation of bone mineralization"
"24513","downregulation of bone mineralization","GO:0030502","negative regulation of bone mineralization"
"24514","inhibition of bone mineralization","GO:0030502","negative regulation of bone mineralization"
"24515","male genital development","GO:0030539","male genitalia development"
"24516","female genital development","GO:0030540","female genitalia development"
"24517","bile acid 7alpha-dehydroxylation pathway","GO:0030573","bile acid catabolic process"
"24518","bile acid breakdown","GO:0030573","bile acid catabolic process"
"24519","bile acid catabolism","GO:0030573","bile acid catabolic process"
"24520","bile acid degradation","GO:0030573","bile acid catabolic process"
"24521","cholate catabolic process","GO:0030573","bile acid catabolic process"
"24522","collagen breakdown","GO:0030574","collagen catabolic process"
"24523","collagen catabolism","GO:0030574","collagen catabolic process"
"24524","collagen degradation","GO:0030574","collagen catabolic process"
"24525","immune cell chemotaxis","GO:0030595","leukocyte chemotaxis"
"24526","leucocyte chemotaxis","GO:0030595","leukocyte chemotaxis"
"24527","cellular phosphate ion homeostasis","GO:0030643","intracellular phosphate ion homeostasis"
"24528","intracellular phosphate homeostasis","GO:0030643","intracellular phosphate ion homeostasis"
"24529","intracellular pi homeostasis","GO:0030643","intracellular phosphate ion homeostasis"
"24530","constitutive secretory pathway transport vesicle membrane","GO:0030658","transport vesicle membrane"
"24531","secretory vesicle membrane","GO:0030658","transport vesicle membrane"
"24532","golgi vesicle membrane","GO:0030660","Golgi-associated vesicle membrane"
"24533","clathrin coated vesicle membrane","GO:0030665","clathrin-coated vesicle membrane"
"24534","establishment and maintenance of oocyte localization in egg chamber","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24535","establishment and maintenance of oocyte position during oogenesis","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24536","oocyte localisation involved in germarium-derived egg chamber formation","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24537","oocyte localization during germarium-derived egg chamber formation","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24538","oocyte localization during oogenesis","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24539","oocyte positioning during oogenesis","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24540","oogenesis, establishment and maintenance of oocyte localization","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24541","oogenesis, oocyte localization","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation"
"24542","regulation of nucleotide anabolism","GO:0030808","regulation of nucleotide biosynthetic process"
"24543","regulation of nucleotide biosynthesis","GO:0030808","regulation of nucleotide biosynthetic process"
"24544","regulation of nucleotide formation","GO:0030808","regulation of nucleotide biosynthetic process"
"24545","regulation of nucleotide synthesis","GO:0030808","regulation of nucleotide biosynthetic process"
"24546","down regulation of nucleotide biosynthetic process","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24547","down-regulation of nucleotide biosynthetic process","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24548","downregulation of nucleotide biosynthetic process","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24549","inhibition of nucleotide biosynthetic process","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24550","negative regulation of nucleotide anabolism","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24551","negative regulation of nucleotide biosynthesis","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24552","negative regulation of nucleotide formation","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24553","negative regulation of nucleotide synthesis","GO:0030809","negative regulation of nucleotide biosynthetic process"
"24554","activation of nucleotide biosynthetic process","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24555","positive regulation of nucleotide anabolism","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24556","positive regulation of nucleotide biosynthesis","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24557","positive regulation of nucleotide formation","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24558","positive regulation of nucleotide synthesis","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24559","stimulation of nucleotide biosynthetic process","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24560","up regulation of nucleotide biosynthetic process","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24561","up-regulation of nucleotide biosynthetic process","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24562","upregulation of nucleotide biosynthetic process","GO:0030810","positive regulation of nucleotide biosynthetic process"
"24563","regulation of nucleotide breakdown","GO:0030811","regulation of nucleotide catabolic process"
"24564","regulation of nucleotide catabolism","GO:0030811","regulation of nucleotide catabolic process"
"24565","regulation of nucleotide degradation","GO:0030811","regulation of nucleotide catabolic process"
"24566","down regulation of nucleotide catabolic process","GO:0030812","negative regulation of nucleotide catabolic process"
"24567","down-regulation of nucleotide catabolic process","GO:0030812","negative regulation of nucleotide catabolic process"
"24568","downregulation of nucleotide catabolic process","GO:0030812","negative regulation of nucleotide catabolic process"
"24569","inhibition of nucleotide catabolic process","GO:0030812","negative regulation of nucleotide catabolic process"
"24570","negative regulation of nucleotide breakdown","GO:0030812","negative regulation of nucleotide catabolic process"
"24571","negative regulation of nucleotide catabolism","GO:0030812","negative regulation of nucleotide catabolic process"
"24572","negative regulation of nucleotide degradation","GO:0030812","negative regulation of nucleotide catabolic process"
"24573","activation of nucleotide catabolic process","GO:0030813","positive regulation of nucleotide catabolic process"
"24574","positive regulation of nucleotide breakdown","GO:0030813","positive regulation of nucleotide catabolic process"
"24575","positive regulation of nucleotide catabolism","GO:0030813","positive regulation of nucleotide catabolic process"
"24576","positive regulation of nucleotide degradation","GO:0030813","positive regulation of nucleotide catabolic process"
"24577","stimulation of nucleotide catabolic process","GO:0030813","positive regulation of nucleotide catabolic process"
"24578","up regulation of nucleotide catabolic process","GO:0030813","positive regulation of nucleotide catabolic process"
"24579","up-regulation of nucleotide catabolic process","GO:0030813","positive regulation of nucleotide catabolic process"
